max_depth,net_profit,gross_revenue,cost,died,time_used,bombs_used,food_used,rocks_broken,monsters_killed,seed,cell_id,luck_level,experiment_id
82,-1186.800000000001,18126.0,12875,True,844.5999999999987,20,5,533,14,20030134,bomb_food,4,2
49,-4870.9000000000015,12863.0,12875,True,675.1999999999986,20,5,440,18,20030135,bomb_food,4,2
49,-6704.200000000001,10244.0,12875,True,637.8999999999984,20,5,403,19,20030136,bomb_food,4,2
55,-8627.8,7496.0,12875,True,556.5999999999985,20,5,358,16,20030137,bomb_food,4,2
69,368.59999999999854,20348.0,12875,True,889.1999999999987,20,5,569,19,20030138,bomb_food,4,2
59,-3794.300000000001,14401.0,12875,True,845.7999999999988,20,5,538,16,20030139,bomb_food,4,2
62,-4417.300000000001,13511.0,12875,True,629.2999999999987,20,5,399,18,20030140,bomb_food,4,2
88,3831.5,25295.0,12875,True,906.1999999999987,20,5,582,17,20030141,bomb_food,4,2
76,596.7999999999993,20674.0,12875,True,795.1999999999987,20,5,510,19,20030142,bomb_food,4,2
47,-7302.0,9390.0,12875,True,646.1999999999986,20,5,425,16,20030143,bomb_food,4,2
29,-6592.900000000001,10403.0,12875,True,763.3999999999985,20,5,496,19,20030144,bomb_food,4,2
52,-1112.6000000000004,18232.0,12875,True,973.6999999999989,20,5,620,18,20030145,bomb_food,4,2
93,5212.5999999999985,27268.0,12875,True,758.1999999999985,20,5,480,16,20030146,bomb_food,4,2
83,1421.3999999999996,21852.0,12875,True,947.9999999999985,20,5,597,19,20030147,bomb_food,4,2
57,828.4999999999982,21005.0,12875,True,745.6999999999985,20,5,478,18,20030148,bomb_food,4,2
82,-654.8000000000011,18886.0,12875,True,803.9999999999989,20,5,521,14,20030149,bomb_food,4,2
50,-3000.5,15535.0,12875,True,904.1999999999988,20,5,582,20,20030150,bomb_food,4,2
41,-6175.000000000001,11000.0,12875,True,546.6999999999986,20,5,358,18,20030151,bomb_food,4,2
69,-942.5,18475.0,12875,True,914.9999999999986,20,5,587,18,20030152,bomb_food,4,2
82,3801.399999999998,25252.0,12875,True,947.9999999999989,20,5,607,13,20030153,bomb_food,4,2
50,-1428.300000000001,17781.0,12875,True,880.7999999999986,20,5,573,20,20030154,bomb_food,4,2
33,-9351.6,6462.0,12875,True,597.6999999999987,20,5,387,17,20030155,bomb_food,4,2
53,6026.0,28430.0,12875,True,1165.699999999999,20,5,751,19,20030156,bomb_food,4,2
73,-791.3000000000011,18691.0,12875,True,1045.5999999999988,20,5,668,19,20030157,bomb_food,4,2
77,1860.9999999999982,22480.0,12875,True,845.4999999999987,20,5,537,17,20030158,bomb_food,4,2
82,1550.8999999999996,22037.0,12875,True,982.3999999999985,20,5,615,17,20030159,bomb_food,4,2
77,-1009.0,18380.0,12875,True,772.2999999999986,20,5,489,16,20030160,bomb_food,4,2
55,-2898.300000000001,15681.0,12875,True,774.1999999999985,20,5,507,18,20030161,bomb_food,4,2
76,-2057.6000000000004,16882.0,12875,True,834.0999999999985,20,5,522,18,20030162,bomb_food,4,2
78,663.2999999999993,20769.0,12875,True,959.5999999999985,20,5,604,16,20030163,bomb_food,4,2
57,-3121.6000000000004,15362.0,12875,True,852.8999999999987,20,5,550,20,20030164,bomb_food,4,2
44,-4296.9000000000015,13683.0,12875,True,584.4999999999986,20,5,385,18,20030165,bomb_food,4,2
56,-5717.200000000001,11654.0,12875,True,908.2999999999986,20,5,590,17,20030166,bomb_food,4,2
85,4036.5999999999985,25588.0,12875,True,845.9999999999989,20,5,537,15,20030167,bomb_food,4,2
76,-1003.4000000000015,18388.0,12875,True,796.7999999999986,20,5,500,17,20030168,bomb_food,4,2
69,-1809.1000000000004,17237.0,12875,True,813.8999999999987,20,5,515,16,20030169,bomb_food,4,2
36,-5771.8,11576.0,12875,True,651.1999999999988,20,5,431,20,20030170,bomb_food,4,2
88,3270.7999999999993,24494.0,12875,True,807.6999999999989,20,5,514,11,20030171,bomb_food,4,2
69,-1996.7000000000007,16969.0,12875,True,819.2999999999986,20,5,522,17,20030172,bomb_food,4,2
52,-2372.6000000000004,16432.0,12875,True,800.1999999999987,20,5,518,19,20030173,bomb_food,4,2
58,-1298.800000000001,17966.0,12875,True,802.5999999999985,20,5,520,17,20030174,bomb_food,4,2
67,309.09999999999854,20263.0,12875,True,792.7999999999985,20,5,510,17,20030175,bomb_food,4,2
51,-5283.9,12273.0,12875,True,669.0999999999987,20,5,432,18,20030176,bomb_food,4,2
95,871.1999999999989,21066.0,12875,True,806.4999999999986,20,5,503,15,20030177,bomb_food,4,2
36,-8429.0,7780.0,12875,True,595.9999999999987,20,5,390,18,20030178,bomb_food,4,2
68,292.2999999999993,20239.0,12875,True,917.4999999999986,20,5,595,16,20030179,bomb_food,4,2
93,4066.699999999997,25631.0,12875,True,1102.7999999999986,20,5,689,17,20030180,bomb_food,4,2
99,4808.699999999997,26691.0,12875,True,992.899999999999,20,5,634,12,20030181,bomb_food,4,2
48,-6219.1,10937.0,12875,True,812.3999999999987,20,5,521,17,20030182,bomb_food,4,2
50,-2787.0,15840.0,12875,True,667.7999999999987,20,5,436,21,20030183,bomb_food,4,2
41,-393.0,19260.0,12875,True,898.5999999999985,20,5,586,18,20030184,bomb_food,4,2
57,-2367.0,16440.0,12875,True,700.7999999999986,20,5,460,18,20030185,bomb_food,4,2
93,4138.799999999999,25734.0,12875,True,958.2999999999985,20,5,606,18,20030186,bomb_food,4,2
42,-7330.700000000001,9349.0,12875,True,611.8999999999986,20,5,395,19,20030187,bomb_food,4,2
54,-4050.5,14035.0,12875,True,631.4999999999987,20,5,403,17,20030188,bomb_food,4,2
83,-2102.4000000000015,16818.0,12875,True,764.5999999999985,20,5,491,18,20030189,bomb_food,4,2
84,1623.699999999999,22141.0,12875,True,800.5999999999987,20,5,515,15,20030190,bomb_food,4,2
82,3584.399999999998,24942.0,12875,True,1015.4999999999986,20,5,648,17,20030191,bomb_food,4,2
77,-2657.5,16025.0,12875,True,818.9999999999986,20,5,522,17,20030192,bomb_food,4,2
61,-3134.2000000000007,15344.0,12875,True,799.9999999999986,20,5,509,18,20030193,bomb_food,4,2
27,-9276.0,6570.0,12875,True,691.8999999999986,20,5,456,17,20030194,bomb_food,4,2
82,1713.9999999999982,22270.0,12875,True,866.3999999999986,20,5,549,16,20030195,bomb_food,4,2
63,-4599.300000000001,13251.0,12875,True,688.7999999999986,20,5,443,18,20030196,bomb_food,4,2
49,-6613.200000000001,10374.0,12875,True,810.4999999999986,20,5,528,18,20030197,bomb_food,4,2
76,-727.6000000000004,18782.0,12875,True,843.1999999999987,20,5,533,16,20030198,bomb_food,4,2
44,-3556.300000000001,14741.0,12875,True,857.0999999999989,20,5,554,19,20030199,bomb_food,4,2
73,1563.4999999999982,22055.0,12875,True,1015.6999999999988,20,5,653,22,20030200,bomb_food,4,2
74,973.3999999999996,21212.0,12875,True,968.4999999999984,20,5,607,19,20030201,bomb_food,4,2
90,402.89999999999964,20397.0,12875,True,849.4999999999985,20,5,540,17,20030202,bomb_food,4,2
63,1327.5999999999985,21718.0,12875,True,840.7999999999986,20,5,536,19,20030203,bomb_food,4,2
44,-5435.800000000001,12056.0,12875,True,635.6999999999987,20,5,406,19,20030204,bomb_food,4,2
48,-3179.0,15280.0,12875,True,889.7999999999985,20,5,579,18,20030205,bomb_food,4,2
60,-2466.4000000000015,16298.0,12875,True,1079.2999999999986,20,5,694,19,20030206,bomb_food,4,2
76,1781.199999999999,22366.0,12875,True,977.5999999999985,20,5,614,20,20030207,bomb_food,4,2
88,2586.899999999998,23517.0,12875,True,888.4999999999985,20,5,563,15,20030208,bomb_food,4,2
60,-3600.4000000000015,14678.0,12875,True,767.7999999999986,20,5,495,17,20030209,bomb_food,4,2
53,-1537.5,17625.0,12875,True,809.4999999999984,20,5,525,18,20030210,bomb_food,4,2
36,-6812.700000000001,10089.0,12875,True,649.5999999999987,20,5,420,19,20030211,bomb_food,4,2
74,1823.8999999999996,22427.0,12875,True,1026.6999999999987,20,5,651,18,20030212,bomb_food,4,2
64,-2957.1000000000004,15597.0,12875,True,734.5999999999988,20,5,466,17,20030213,bomb_food,4,2
57,-4005.0,14100.0,12875,True,708.1999999999985,20,5,453,17,20030214,bomb_food,4,2
86,2413.999999999998,23270.0,12875,True,862.6999999999987,20,5,541,14,20030215,bomb_food,4,2
62,2997.7999999999993,24104.0,12875,True,901.8999999999985,20,5,578,21,20030216,bomb_food,4,2
56,-642.9000000000015,18903.0,12875,True,1085.6999999999985,20,5,693,18,20030217,bomb_food,4,2
37,-7513.400000000001,9088.0,12875,True,527.3999999999987,20,5,350,17,20030218,bomb_food,4,2
55,-1773.4000000000015,17288.0,12875,True,814.1999999999985,20,5,522,20,20030219,bomb_food,4,2
98,2063.2999999999993,22769.0,12875,True,773.4999999999985,20,5,485,16,20030220,bomb_food,4,2
49,-4184.9000000000015,13843.0,12875,True,619.2999999999986,20,5,406,20,20030221,bomb_food,4,2
42,-5835.500000000001,11485.0,12875,True,557.0999999999985,20,5,368,18,20030222,bomb_food,4,2
71,-4582.5,13275.0,12875,True,686.4999999999987,20,5,442,15,20030223,bomb_food,4,2
82,3548.0,24890.0,12875,True,1049.7999999999988,20,5,663,17,20030224,bomb_food,4,2
42,-8233.7,8059.0,12875,True,572.5999999999987,20,5,376,19,20030225,bomb_food,4,2
61,-974.0,18430.0,12875,True,818.3999999999987,20,5,535,20,20030226,bomb_food,4,2
67,-5893.6,11402.0,12875,True,816.7999999999988,20,5,532,15,20030227,bomb_food,4,2
73,-5305.6,12242.0,12875,True,661.2999999999989,20,5,426,18,20030228,bomb_food,4,2
70,9.5,19835.0,12875,True,1023.9999999999989,20,5,643,17,20030229,bomb_food,4,2
62,-4502.700000000001,13389.0,12875,True,729.1999999999985,20,5,459,18,20030230,bomb_food,4,2
83,2465.7999999999993,23344.0,12875,True,929.9999999999984,20,5,589,17,20030231,bomb_food,4,2
80,-629.6000000000004,18922.0,12875,True,856.5999999999985,20,5,541,19,20030232,bomb_food,4,2
43,-1662.1000000000004,17447.0,12875,True,795.6999999999985,20,5,514,18,20030233,bomb_food,4,2
69,-1745.4000000000015,17328.0,12875,True,776.0999999999985,20,5,508,20,20030234,bomb_food,4,2
83,-5391.700000000001,12119.0,12875,True,754.1999999999987,20,5,485,16,20030235,bomb_food,4,2
63,-4819.800000000001,12936.0,12875,True,770.5999999999985,20,5,497,18,20030236,bomb_food,4,2
66,-734.6000000000004,18772.0,12875,True,857.3999999999987,20,5,546,17,20030237,bomb_food,4,2
41,-3769.800000000001,14436.0,12875,True,700.7999999999985,20,5,458,15,20030238,bomb_food,4,2
72,-958.6000000000004,18452.0,12875,True,852.9999999999986,20,5,542,18,20030239,bomb_food,4,2
59,-1162.300000000001,18161.0,12875,True,998.899999999999,20,5,639,18,20030240,bomb_food,4,2
67,-1303.7000000000007,17959.0,12875,True,904.8999999999987,20,5,584,17,20030241,bomb_food,4,2
66,-6800.8,10106.0,12875,True,609.9999999999987,20,5,393,15,20030242,bomb_food,4,2
72,-775.2000000000007,18714.0,12875,True,811.8999999999986,20,5,513,18,20030243,bomb_food,4,2
31,-4644.1,13187.0,12875,True,886.6999999999987,20,5,574,19,20030244,bomb_food,4,2
67,-4204.5,13815.0,12875,True,707.1999999999987,20,5,450,18,20030245,bomb_food,4,2
64,-6007.000000000001,11240.0,12875,True,602.1999999999989,20,5,393,16,20030246,bomb_food,4,2
77,-1488.5,17695.0,12875,True,818.5999999999988,20,5,529,12,20030247,bomb_food,4,2
62,-3292.4000000000015,15118.0,12875,True,690.4999999999986,20,5,445,17,20030248,bomb_food,4,2
86,-668.1000000000004,18867.0,12875,True,836.3999999999987,20,5,531,15,20030249,bomb_food,4,2
35,-6947.1,9897.0,12875,True,709.7999999999986,20,5,468,19,20030250,bomb_food,4,2
87,1105.699999999999,21401.0,12875,True,848.0999999999988,20,5,536,13,20030251,bomb_food,4,2
70,-1000.6000000000004,18392.0,12875,True,874.7999999999984,20,5,552,16,20030252,bomb_food,4,2
86,-1579.5,17565.0,12875,True,811.5999999999988,20,5,515,12,20030253,bomb_food,4,2
45,-6296.1,10827.0,12875,True,775.3999999999987,20,5,502,17,20030254,bomb_food,4,2
77,1937.2999999999993,22589.0,12875,True,818.8999999999986,20,5,526,12,20030255,bomb_food,4,2
52,-4922.700000000001,12789.0,12875,True,781.7999999999987,20,5,501,18,20030256,bomb_food,4,2
92,3818.199999999997,25276.0,12875,True,731.5999999999987,20,5,469,15,20030257,bomb_food,4,2
54,-6841.400000000001,10048.0,12875,True,564.7999999999986,20,5,368,16,20030258,bomb_food,4,2
71,531.6999999999989,20581.0,12875,True,768.1999999999987,20,5,487,18,20030259,bomb_food,4,2
80,4094.699999999997,25671.0,12875,True,756.6999999999987,20,5,481,15,20030260,bomb_food,4,2
80,-2055.5,16885.0,12875,True,786.6999999999987,20,5,504,15,20030261,bomb_food,4,2
51,-4487.300000000001,13411.0,12875,True,669.9999999999986,20,5,433,19,20030262,bomb_food,4,2
111,1515.199999999999,21986.0,12875,True,719.4999999999987,20,5,452,13,20030263,bomb_food,4,2
83,-1570.4000000000015,17578.0,12875,True,839.1999999999987,20,5,530,18,20030264,bomb_food,4,2
63,-908.9000000000015,18523.0,12875,True,751.6999999999987,20,5,478,18,20030265,bomb_food,4,2
73,-4516.700000000001,13369.0,12875,True,795.4999999999986,20,5,501,16,20030266,bomb_food,4,2
53,-5934.900000000001,11343.0,12875,True,722.1999999999987,20,5,462,19,20030267,bomb_food,4,2
47,-5575.800000000001,11856.0,12875,True,696.8999999999987,20,5,453,18,20030268,bomb_food,4,2
54,-5361.6,12162.0,12875,True,739.5999999999988,20,5,484,18,20030269,bomb_food,4,2
54,1508.199999999999,21976.0,12875,True,982.6999999999987,20,5,634,19,20030270,bomb_food,4,2
53,-3389.0,14980.0,12875,True,720.1999999999985,20,5,455,20,20030271,bomb_food,4,2
83,2033.199999999999,22726.0,12875,True,981.8999999999987,20,5,628,15,20030272,bomb_food,4,2
57,-191.40000000000146,19548.0,12875,True,902.1999999999985,20,5,587,18,20030273,bomb_food,4,2
62,-5171.9000000000015,12433.0,12875,True,558.2999999999986,20,5,360,14,20030274,bomb_food,4,2
55,755.6999999999989,20901.0,12875,True,835.0999999999985,20,5,537,18,20030275,bomb_food,4,2
53,-4368.300000000001,13581.0,12875,True,844.2999999999986,20,5,541,17,20030276,bomb_food,4,2
49,-4719.700000000001,13079.0,12875,True,735.7999999999985,20,5,476,19,20030277,bomb_food,4,2
38,-5498.1,11967.0,12875,True,784.0999999999988,20,5,500,20,20030278,bomb_food,4,2
55,-166.20000000000073,19584.0,12875,True,1064.5999999999985,20,5,679,18,20030279,bomb_food,4,2
50,-3505.2000000000007,14814.0,12875,True,635.3999999999986,20,5,416,19,20030280,bomb_food,4,2
77,-2778.6000000000004,15852.0,12875,True,768.0999999999987,20,5,500,16,20030281,bomb_food,4,2
61,-4779.200000000001,12994.0,12875,True,825.6999999999988,20,5,523,18,20030282,bomb_food,4,2
38,-7181.6,9562.0,12875,True,709.6999999999986,20,5,462,17,20030283,bomb_food,4,2
70,-3015.2000000000007,15514.0,12875,True,774.4999999999986,20,5,489,18,20030284,bomb_food,4,2
80,-4418.700000000001,13509.0,12875,True,714.0999999999988,20,5,459,16,20030285,bomb_food,4,2
93,1794.4999999999982,22385.0,12875,True,934.9999999999986,20,5,601,18,20030286,bomb_food,4,2
76,-1180.5,18135.0,12875,True,875.8999999999988,20,5,552,17,20030287,bomb_food,4,2
33,-7638.0,8910.0,12875,True,676.1999999999985,20,5,443,17,20030288,bomb_food,4,2
68,-1928.1000000000004,17067.0,12875,True,858.9999999999985,20,5,542,19,20030289,bomb_food,4,2
50,-4550.300000000001,13321.0,12875,True,713.0999999999988,20,5,464,21,20030290,bomb_food,4,2
71,-1580.9000000000015,17563.0,12875,True,920.1999999999987,20,5,583,19,20030291,bomb_food,4,2
42,-6991.900000000001,9833.0,12875,True,686.0999999999987,20,5,450,19,20030292,bomb_food,4,2
37,-6852.6,10032.0,12875,True,583.1999999999986,20,5,387,18,20030293,bomb_food,4,2
22,-9047.8,6896.0,12875,True,516.4999999999985,20,5,352,15,20030294,bomb_food,4,2
52,-4595.800000000001,13256.0,12875,True,702.8999999999985,20,5,454,17,20030295,bomb_food,4,2
69,-2990.0,15550.0,12875,True,881.3999999999987,20,5,563,20,20030296,bomb_food,4,2
64,-2123.4000000000015,16788.0,12875,True,849.9999999999986,20,5,546,19,20030297,bomb_food,4,2
61,-2274.6000000000004,16572.0,12875,True,894.3999999999986,20,5,577,16,20030298,bomb_food,4,2
67,-4523.0,13360.0,12875,True,682.8999999999985,20,5,439,16,20030299,bomb_food,4,2
48,-1388.4000000000015,17838.0,12875,True,831.5999999999987,20,5,547,20,20030300,bomb_food,4,2
61,-1298.1000000000004,17967.0,12875,True,893.8999999999987,20,5,571,20,20030301,bomb_food,4,2
67,-1871.4000000000015,17148.0,12875,True,977.6999999999987,20,5,618,20,20030302,bomb_food,4,2
49,-6191.8,10976.0,12875,True,832.1999999999989,20,5,529,20,20030303,bomb_food,4,2
76,-263.5,19445.0,12875,True,877.1999999999986,20,5,555,18,20030304,bomb_food,4,2
57,-2200.4000000000015,16678.0,12875,True,946.3999999999987,20,5,605,19,20030305,bomb_food,4,2
51,-3161.5,15305.0,12875,True,947.2999999999986,20,5,604,17,20030306,bomb_food,4,2
44,-2856.300000000001,15741.0,12875,True,787.2999999999986,20,5,510,20,20030307,bomb_food,4,2
84,300.6999999999989,20251.0,12875,True,707.8999999999985,20,5,463,13,20030308,bomb_food,4,2
52,-830.5,18635.0,12875,True,956.4999999999987,20,5,609,19,20030309,bomb_food,4,2
69,-1640.4000000000015,17478.0,12875,True,1000.7999999999988,20,5,644,20,20030310,bomb_food,4,2
67,-250.90000000000146,19463.0,12875,True,1000.3999999999986,20,5,636,19,20030311,bomb_food,4,2
56,-1195.9000000000015,18113.0,12875,True,884.9999999999989,20,5,576,22,20030312,bomb_food,4,2
46,-1412.2000000000007,17804.0,12875,True,707.7999999999986,20,5,456,19,20030313,bomb_food,4,2
49,2673.7000000000007,23641.0,12875,True,977.4999999999987,20,5,638,22,20030314,bomb_food,4,2
68,-3503.1000000000004,14817.0,12875,True,856.4999999999986,20,5,542,16,20030315,bomb_food,4,2
90,10287.0,23162.0,12875,False,1200.0,20,5,752,18,20030316,bomb_food,4,2
88,5404.399999999998,27542.0,12875,True,1047.2999999999988,20,5,668,17,20030317,bomb_food,4,2
82,569.4999999999982,20635.0,12875,True,877.0999999999988,20,5,553,19,20030318,bomb_food,4,2
64,-2392.9000000000015,16403.0,12875,True,807.9999999999986,20,5,514,19,20030319,bomb_food,4,2
67,-3039.7000000000007,15479.0,12875,True,800.8999999999985,20,5,519,19,20030320,bomb_food,4,2
24,-9139.5,6765.0,12875,True,630.6999999999987,20,5,423,16,20030321,bomb_food,4,2
98,6124.699999999997,28571.0,12875,True,1147.9999999999986,20,5,714,14,20030322,bomb_food,4,2
84,-27.600000000000364,19782.0,12875,True,675.6999999999987,20,5,432,13,20030323,bomb_food,4,2
41,-3384.800000000001,14986.0,12875,True,860.6999999999987,20,5,558,19,20030324,bomb_food,4,2
38,-4478.200000000001,13424.0,12875,True,630.7999999999985,20,5,414,19,20030325,bomb_food,4,2
54,2404.8999999999996,23257.0,12875,True,979.7999999999987,20,5,632,21,20030326,bomb_food,4,2
58,-3741.800000000001,14476.0,12875,True,776.0999999999985,20,5,503,17,20030327,bomb_food,4,2
40,-6532.000000000001,10490.0,12875,True,719.3999999999987,20,5,466,17,20030328,bomb_food,4,2
66,-2392.9000000000015,16403.0,12875,True,979.6999999999987,20,5,622,19,20030329,bomb_food,4,2
86,-596.7000000000007,18969.0,12875,True,849.9999999999986,20,5,548,15,20030330,bomb_food,4,2
72,-1650.2000000000007,17464.0,12875,True,813.2999999999986,20,5,504,21,20030331,bomb_food,4,2
57,-5909.700000000001,11379.0,12875,True,680.3999999999985,20,5,438,18,20030332,bomb_food,4,2
56,-402.10000000000036,19247.0,12875,True,991.9999999999985,20,5,633,18,20030333,bomb_food,4,2
45,-4068.7000000000007,14009.0,12875,True,752.2999999999984,20,5,489,18,20030334,bomb_food,4,2
85,5542.299999999999,27739.0,12875,True,1191.5999999999992,20,5,762,19,20030335,bomb_food,4,2
65,-3964.4000000000015,14158.0,12875,True,789.0999999999983,20,5,508,17,20030336,bomb_food,4,2
82,-554.0,19030.0,12875,True,769.0999999999988,20,5,490,15,20030337,bomb_food,4,2
29,-5739.6,11622.0,12875,True,640.3999999999987,20,5,418,18,20030338,bomb_food,4,2
73,-1732.1000000000004,17347.0,12875,True,821.7999999999984,20,5,526,20,20030339,bomb_food,4,2
66,-4959.800000000001,12736.0,12875,True,813.6999999999987,20,5,514,16,20030340,bomb_food,4,2
45,-3209.1000000000004,15237.0,12875,True,820.8999999999987,20,5,535,18,20030341,bomb_food,4,2
74,1432.5999999999985,21868.0,12875,True,1038.7999999999988,20,5,662,18,20030342,bomb_food,4,2
72,-1958.9000000000015,17023.0,12875,True,942.8999999999986,20,5,600,17,20030343,bomb_food,4,2
55,-3442.9000000000015,14903.0,12875,True,833.1999999999987,20,5,538,17,20030344,bomb_food,4,2
66,203.39999999999964,20112.0,12875,True,988.9999999999989,20,5,628,19,20030345,bomb_food,4,2
72,-6084.700000000001,11129.0,12875,True,725.4999999999986,20,5,463,18,20030346,bomb_food,4,2
73,-2712.1000000000004,15947.0,12875,True,930.1999999999985,20,5,587,21,20030347,bomb_food,4,2
77,-1825.9000000000015,17213.0,12875,True,810.4999999999987,20,5,518,16,20030348,bomb_food,4,2
54,-1288.300000000001,17981.0,12875,True,882.7999999999984,20,5,562,17,20030349,bomb_food,4,2
59,383.2999999999993,20369.0,12875,True,836.7999999999988,20,5,530,20,20030350,bomb_food,4,2
55,-4318.6,13652.0,12875,True,783.6999999999985,20,5,493,18,20030351,bomb_food,4,2
42,-3218.9000000000015,15223.0,12875,True,804.2999999999988,20,5,519,18,20030352,bomb_food,4,2
66,1825.9999999999982,22430.0,12875,True,896.9999999999986,20,5,574,19,20030353,bomb_food,4,2
69,4476.899999999998,26217.0,12875,True,992.7999999999986,20,5,636,19,20030354,bomb_food,4,2
36,-6157.500000000001,11025.0,12875,True,596.2999999999987,20,5,390,18,20030355,bomb_food,4,2
64,-4856.200000000001,12884.0,12875,True,664.0999999999985,20,5,429,20,20030356,bomb_food,4,2
47,-2612.0,16090.0,12875,True,862.2999999999987,20,5,556,19,20030357,bomb_food,4,2
42,-6944.3,9901.0,12875,True,679.8999999999987,20,5,444,17,20030358,bomb_food,4,2
48,-4912.200000000001,12804.0,12875,True,782.4999999999986,20,5,506,16,20030359,bomb_food,4,2
42,-4452.300000000001,13461.0,12875,True,704.4999999999986,20,5,456,16,20030360,bomb_food,4,2
48,-5556.9,11883.0,12875,True,660.0999999999988,20,5,429,19,20030361,bomb_food,4,2
66,-59.100000000000364,19737.0,12875,True,1023.7999999999988,20,5,647,21,20030362,bomb_food,4,2
51,-7309.0,9380.0,12875,True,798.3999999999987,20,5,522,19,20030363,bomb_food,4,2
78,3212.0,24410.0,12875,True,1034.6999999999985,20,5,652,20,20030364,bomb_food,4,2
35,-5265.700000000001,12299.0,12875,True,612.4999999999983,20,5,402,17,20030365,bomb_food,4,2
49,-2130.4000000000015,16778.0,12875,True,813.8999999999987,20,5,524,18,20030366,bomb_food,4,2
45,-8737.0,7340.0,12875,True,554.5999999999989,20,5,358,19,20030367,bomb_food,4,2
67,-576.4000000000015,18998.0,12875,True,912.8999999999986,20,5,583,18,20030368,bomb_food,4,2
32,-3818.1000000000004,14367.0,12875,True,796.6999999999987,20,5,529,18,20030369,bomb_food,4,2
47,-2185.0,16700.0,12875,True,826.3999999999987,20,5,528,18,20030370,bomb_food,4,2
54,-4803.700000000001,12959.0,12875,True,746.4999999999984,20,5,484,20,20030371,bomb_food,4,2
72,-2194.800000000001,16686.0,12875,True,813.5999999999988,20,5,521,17,20030372,bomb_food,4,2
51,-28.30000000000109,19781.0,12875,True,776.4999999999984,20,5,501,19,20030373,bomb_food,4,2
79,4058.2999999999993,25619.0,12875,True,904.3999999999985,20,5,577,18,20030374,bomb_food,4,2
52,-2915.1000000000004,15657.0,12875,True,898.1999999999989,20,5,576,18,20030375,bomb_food,4,2
42,-6781.900000000001,10133.0,12875,True,710.2999999999988,20,5,452,20,20030376,bomb_food,4,2
94,9386.0,33230.0,12875,True,1016.3999999999987,20,5,648,10,20030377,bomb_food,4,2
94,1098.699999999999,21391.0,12875,True,883.7999999999989,20,5,562,12,20030378,bomb_food,4,2
75,-1368.1000000000004,17867.0,12875,True,903.7999999999988,20,5,572,20,20030379,bomb_food,4,2
49,-6484.400000000001,10558.0,12875,True,725.299999999999,20,5,464,20,20030380,bomb_food,4,2
50,-2407.6000000000004,16382.0,12875,True,800.4999999999986,20,5,520,19,20030381,bomb_food,4,2
46,-4359.9000000000015,13593.0,12875,True,776.6999999999989,20,5,502,18,20030382,bomb_food,4,2
52,-2778.6000000000004,15852.0,12875,True,818.5999999999985,20,5,530,19,20030383,bomb_food,4,2
53,-2873.800000000001,15716.0,12875,True,921.4999999999986,20,5,595,18,20030384,bomb_food,4,2
79,3807.0,25260.0,12875,True,849.8999999999987,20,5,543,16,20030385,bomb_food,4,2
66,-2091.2000000000007,16834.0,12875,True,925.8999999999986,20,5,587,20,20030386,bomb_food,4,2
45,-7036.700000000001,9769.0,12875,True,630.9999999999986,20,5,407,18,20030387,bomb_food,4,2
62,4409.699999999997,26121.0,12875,True,1164.0999999999988,20,5,746,18,20030388,bomb_food,4,2
67,-409.10000000000036,19237.0,12875,True,835.5999999999985,20,5,534,16,20030389,bomb_food,4,2
46,-5303.5,12245.0,12875,True,575.4999999999986,20,5,382,16,20030390,bomb_food,4,2
83,-920.1000000000004,18507.0,12875,True,874.4999999999984,20,5,554,17,20030391,bomb_food,4,2
49,-2835.300000000001,15771.0,12875,True,747.5999999999988,20,5,478,21,20030392,bomb_food,4,2
71,1052.4999999999982,21325.0,12875,True,930.6999999999987,20,5,599,20,20030393,bomb_food,4,2
78,-1627.1000000000004,17497.0,12875,True,830.4999999999985,20,5,527,18,20030394,bomb_food,4,2
76,-1865.800000000001,17156.0,12875,True,725.2999999999986,20,5,468,14,20030395,bomb_food,4,2
99,1337.3999999999996,21732.0,12875,True,936.6999999999987,20,5,582,17,20030396,bomb_food,4,2
56,-1476.6000000000004,17712.0,12875,True,794.6999999999987,20,5,510,18,20030397,bomb_food,4,2
42,-7459.5,9165.0,12875,True,553.3999999999987,20,5,358,19,20030398,bomb_food,4,2
66,645.7999999999993,20744.0,12875,True,1131.399999999999,20,5,721,20,20030399,bomb_food,4,2
88,3884.699999999997,25371.0,12875,True,868.1999999999987,20,5,553,15,20030400,bomb_food,4,2
57,-1926.0,17070.0,12875,True,830.2999999999986,20,5,540,16,20030401,bomb_food,4,2
67,-2495.1000000000004,16257.0,12875,True,826.8999999999987,20,5,531,17,20030402,bomb_food,4,2
48,-4226.9000000000015,13783.0,12875,True,991.7999999999988,20,5,633,18,20030403,bomb_food,4,2
87,825.6999999999989,21001.0,12875,True,852.2999999999986,20,5,537,16,20030404,bomb_food,4,2
76,4911.5999999999985,26838.0,12875,True,1155.199999999999,20,5,733,21,20030405,bomb_food,4,2
87,6250.699999999997,28751.0,12875,True,1121.2999999999986,20,5,713,15,20030406,bomb_food,4,2
83,5683.0,27940.0,12875,True,948.0999999999987,20,5,606,16,20030407,bomb_food,4,2
84,-1524.2000000000007,17644.0,12875,True,725.6999999999988,20,5,479,15,20030408,bomb_food,4,2
62,-2851.4000000000015,15748.0,12875,True,759.0999999999985,20,5,485,18,20030409,bomb_food,4,2
