hypothesis,group,seed,cell_id,luck_level,experiment_id,max_depth,net_profit
H3,experiment_1,10020595,pickaxe_nofood,2,1,8.0,-65.50000000000011
H3,experiment_1,10020596,pickaxe_nofood,2,1,3.0,257.89999999999986
H3,experiment_1,10020597,pickaxe_nofood,2,1,14.0,241.79999999999995
H3,experiment_1,10020598,pickaxe_nofood,2,1,10.0,5.199999999999932
H3,experiment_1,10020599,pickaxe_nofood,2,1,3.0,-479.2000000000001
H3,experiment_1,10020600,pickaxe_nofood,2,1,2.0,-40.30000000000007
H3,experiment_1,10020601,pickaxe_nofood,2,1,9.0,67.5
H3,experiment_1,10020602,pickaxe_nofood,2,1,13.0,-94.90000000000008
H3,experiment_1,10020603,pickaxe_nofood,2,1,3.0,-583.5
H3,experiment_1,10020604,pickaxe_nofood,2,1,3.0,-749.4
H3,experiment_1,10020605,pickaxe_nofood,2,1,12.0,600.8999999999999
H3,experiment_1,10020606,pickaxe_nofood,2,1,18.0,24.799999999999955
H3,experiment_1,10020607,pickaxe_nofood,2,1,6.0,-483.4
H3,experiment_1,10020608,pickaxe_nofood,2,1,10.0,-421.80000000000007
H3,experiment_1,10020609,pickaxe_nofood,2,1,31.0,1141.2999999999995
H3,experiment_1,10020610,pickaxe_nofood,2,1,10.0,266.29999999999995
H3,experiment_1,10020611,pickaxe_nofood,2,1,10.0,316.6999999999998
H3,experiment_1,10020612,pickaxe_nofood,2,1,29.0,1560.6
H3,experiment_1,10020613,pickaxe_nofood,2,1,10.0,89.19999999999982
H3,experiment_1,10020614,pickaxe_nofood,2,1,23.0,-335.70000000000005
H3,experiment_1,10020615,pickaxe_nofood,2,1,3.0,181.5999999999999
H3,experiment_1,10020616,pickaxe_nofood,2,1,3.0,-633.9000000000001
H3,experiment_1,10020617,pickaxe_nofood,2,1,5.0,-8.800000000000068
H3,experiment_1,10020618,pickaxe_nofood,2,1,6.0,656.1999999999998
H3,experiment_1,10020619,pickaxe_nofood,2,1,21.0,52.79999999999996
H3,experiment_1,10020620,pickaxe_nofood,2,1,18.0,-328.70000000000005
H3,experiment_1,10020621,pickaxe_nofood,2,1,4.0,-160.0
H3,experiment_1,10020622,pickaxe_nofood,2,1,6.0,408.3999999999999
H3,experiment_1,10020623,pickaxe_nofood,2,1,8.0,-563.2
H3,experiment_1,10020624,pickaxe_nofood,2,1,23.0,407.6999999999998
H3,experiment_1,10020625,pickaxe_nofood,2,1,6.0,-427.4000000000001
H3,experiment_1,10020626,pickaxe_nofood,2,1,6.0,-166.30000000000007
H3,experiment_1,10020627,pickaxe_nofood,2,1,2.0,-723.5
H3,experiment_1,10020628,pickaxe_nofood,2,1,17.0,75.19999999999982
H3,experiment_1,10020629,pickaxe_nofood,2,1,9.0,-628.3
H3,experiment_1,10020630,pickaxe_nofood,2,1,19.0,1195.8999999999996
H3,experiment_1,10020631,pickaxe_nofood,2,1,13.0,-3.200000000000045
H3,experiment_1,10020632,pickaxe_nofood,2,1,9.0,-59.200000000000045
H3,experiment_1,10020633,pickaxe_nofood,2,1,4.0,-416.2000000000001
H3,experiment_1,10020634,pickaxe_nofood,2,1,10.0,-32.60000000000002
H3,experiment_1,10020635,pickaxe_nofood,2,1,13.0,-516.3
H3,experiment_1,10020636,pickaxe_nofood,2,1,4.0,-104.70000000000005
H3,experiment_1,10020637,pickaxe_nofood,2,1,16.0,71.70000000000005
H3,experiment_1,10020638,pickaxe_nofood,2,1,21.0,-199.9000000000001
H3,experiment_1,10020639,pickaxe_nofood,2,1,2.0,-778.1
H3,experiment_1,10020640,pickaxe_nofood,2,1,5.0,377.5999999999999
H3,experiment_1,10020641,pickaxe_nofood,2,1,2.0,173.89999999999986
H3,experiment_1,10020642,pickaxe_nofood,2,1,12.0,250.19999999999985
H3,experiment_1,10020643,pickaxe_nofood,2,1,10.0,-364.4000000000001
H3,experiment_1,10020644,pickaxe_nofood,2,1,5.0,-199.20000000000005
H3,experiment_1,10020645,pickaxe_nofood,2,1,9.0,19.899999999999977
H3,experiment_1,10020646,pickaxe_nofood,2,1,16.0,579.8999999999999
H3,experiment_1,10020647,pickaxe_nofood,2,1,3.0,73.79999999999995
H3,experiment_1,10020648,pickaxe_nofood,2,1,3.0,72.39999999999986
H3,experiment_1,10020649,pickaxe_nofood,2,1,9.0,320.89999999999986
H3,experiment_1,10020650,pickaxe_nofood,2,1,4.0,-560.4000000000001
H3,experiment_1,10020651,pickaxe_nofood,2,1,11.0,823.4999999999998
H3,experiment_1,10020652,pickaxe_nofood,2,1,7.0,-106.10000000000002
H3,experiment_1,10020653,pickaxe_nofood,2,1,4.0,-52.200000000000045
H3,experiment_1,10020654,pickaxe_nofood,2,1,5.0,667.3999999999999
H3,experiment_1,10020655,pickaxe_nofood,2,1,3.0,-136.9000000000001
H3,experiment_1,10020656,pickaxe_nofood,2,1,3.0,-137.60000000000002
H3,experiment_1,10020657,pickaxe_nofood,2,1,9.0,-283.9000000000001
H3,experiment_1,10020658,pickaxe_nofood,2,1,13.0,153.5999999999999
H3,experiment_1,10020659,pickaxe_nofood,2,1,9.0,-336.4000000000001
H3,experiment_1,10020660,pickaxe_nofood,2,1,11.0,215.89999999999984
H3,experiment_1,10020661,pickaxe_nofood,2,1,7.0,582.0
H3,experiment_1,10020662,pickaxe_nofood,2,1,6.0,-0.4000000000000909
H3,experiment_1,10020663,pickaxe_nofood,2,1,9.0,-296.5
H3,experiment_1,10020664,pickaxe_nofood,2,1,4.0,-134.80000000000007
H3,experiment_1,10020665,pickaxe_nofood,2,1,8.0,-576.5
H3,experiment_1,10020666,pickaxe_nofood,2,1,4.0,531.5999999999999
H3,experiment_1,10020667,pickaxe_nofood,2,1,5.0,186.5
H3,experiment_1,10020668,pickaxe_nofood,2,1,6.0,439.8999999999999
H3,experiment_1,10020669,pickaxe_nofood,2,1,3.0,-707.4000000000001
H3,experiment_1,10020670,pickaxe_nofood,2,1,9.0,659.0
H3,experiment_1,10020671,pickaxe_nofood,2,1,18.0,1036.3
H3,experiment_1,10020672,pickaxe_nofood,2,1,18.0,33.899999999999864
H3,experiment_1,10020673,pickaxe_nofood,2,1,10.0,606.5
H3,experiment_1,10020674,pickaxe_nofood,2,1,3.0,295.0
H3,experiment_1,10020675,pickaxe_nofood,2,1,8.0,171.0999999999999
H3,experiment_1,10020676,pickaxe_nofood,2,1,5.0,-345.5
H3,experiment_1,10020677,pickaxe_nofood,2,1,15.0,439.8999999999999
H3,experiment_1,10020678,pickaxe_nofood,2,1,2.0,-669.6
H3,experiment_1,10020679,pickaxe_nofood,2,1,7.0,5.899999999999977
H3,experiment_1,10020680,pickaxe_nofood,2,1,3.0,-395.9000000000001
H3,experiment_1,10020681,pickaxe_nofood,2,1,10.0,-541.5
H3,experiment_1,10020682,pickaxe_nofood,2,1,7.0,-146.70000000000005
H3,experiment_1,10020683,pickaxe_nofood,2,1,4.0,327.1999999999998
H3,experiment_1,10020684,pickaxe_nofood,2,1,12.0,349.5999999999999
H3,experiment_1,10020685,pickaxe_nofood,2,1,9.0,397.1999999999998
H3,experiment_1,10020686,pickaxe_nofood,2,1,7.0,341.1999999999998
H3,experiment_1,10020687,pickaxe_nofood,2,1,5.0,69.59999999999991
H3,experiment_1,10020688,pickaxe_nofood,2,1,3.0,-49.40000000000009
H3,experiment_1,10020689,pickaxe_nofood,2,1,12.0,101.79999999999995
H3,experiment_1,10020690,pickaxe_nofood,2,1,19.0,362.1999999999998
H3,experiment_1,10020691,pickaxe_nofood,2,1,3.0,-398.0
H3,experiment_1,10020692,pickaxe_nofood,2,1,2.0,-647.2
H3,experiment_1,10020693,pickaxe_nofood,2,1,2.0,-631.1
H3,experiment_1,10020694,pickaxe_nofood,2,1,3.0,-257.30000000000007
H3,experiment_1,10020695,pickaxe_nofood,2,1,5.0,887.1999999999998
H3,experiment_1,10020696,pickaxe_nofood,2,1,13.0,-232.80000000000007
H3,experiment_1,10020697,pickaxe_nofood,2,1,4.0,-193.6
H3,experiment_1,10020698,pickaxe_nofood,2,1,8.0,-297.20000000000005
H3,experiment_1,10020699,pickaxe_nofood,2,1,7.0,333.5
H3,experiment_1,10020700,pickaxe_nofood,2,1,17.0,304.0999999999999
H3,experiment_1,10020701,pickaxe_nofood,2,1,5.0,-148.80000000000007
H3,experiment_1,10020702,pickaxe_nofood,2,1,21.0,1152.5
H3,experiment_1,10020703,pickaxe_nofood,2,1,15.0,-84.40000000000009
H3,experiment_1,10020704,pickaxe_nofood,2,1,7.0,-169.80000000000007
H3,experiment_1,10020705,pickaxe_nofood,2,1,5.0,-216.0
H3,experiment_1,10020706,pickaxe_nofood,2,1,14.0,325.0999999999999
H3,experiment_1,10020707,pickaxe_nofood,2,1,7.0,325.0999999999999
H3,experiment_1,10020708,pickaxe_nofood,2,1,4.0,-255.20000000000005
H3,experiment_1,10020709,pickaxe_nofood,2,1,11.0,1384.8999999999996
H3,experiment_1,10020710,pickaxe_nofood,2,1,9.0,174.5999999999999
H3,experiment_1,10020711,pickaxe_nofood,2,1,19.0,840.9999999999998
H3,experiment_1,10020712,pickaxe_nofood,2,1,9.0,-420.4000000000001
H3,experiment_1,10020713,pickaxe_nofood,2,1,32.0,3916.1
H3,experiment_1,10020714,pickaxe_nofood,2,1,10.0,80.79999999999995
H3,experiment_1,10020715,pickaxe_nofood,2,1,7.0,-290.20000000000005
H3,experiment_1,10020716,pickaxe_nofood,2,1,33.0,1078.2999999999995
H3,experiment_1,10020717,pickaxe_nofood,2,1,14.0,672.3
H3,experiment_1,10020718,pickaxe_nofood,2,1,14.0,388.0999999999999
H3,experiment_1,10020719,pickaxe_nofood,2,1,3.0,-188.70000000000005
H3,experiment_1,10020720,pickaxe_nofood,2,1,11.0,617.0
H3,experiment_1,10020721,pickaxe_nofood,2,1,10.0,-160.0
H3,experiment_1,10020722,pickaxe_nofood,2,1,5.0,-213.9000000000001
H3,experiment_1,10020723,pickaxe_nofood,2,1,11.0,631.0
H3,experiment_1,10020724,pickaxe_nofood,2,1,6.0,-432.30000000000007
H3,experiment_1,10020725,pickaxe_nofood,2,1,8.0,-619.9000000000001
H3,experiment_1,10020726,pickaxe_nofood,2,1,2.0,-323.80000000000007
H3,experiment_1,10020727,pickaxe_nofood,2,1,5.0,-104.0
H3,experiment_1,10020728,pickaxe_nofood,2,1,17.0,141.69999999999982
H3,experiment_1,10020729,pickaxe_nofood,2,1,15.0,92.0
H3,experiment_1,10020730,pickaxe_nofood,2,1,3.0,-52.200000000000045
H3,experiment_1,10020731,pickaxe_nofood,2,1,6.0,-349.70000000000005
H3,experiment_1,10020732,pickaxe_nofood,2,1,9.0,-437.2000000000001
H3,experiment_1,10020733,pickaxe_nofood,2,1,10.0,201.89999999999984
H3,experiment_1,10020734,pickaxe_nofood,2,1,2.0,-213.9000000000001
H3,experiment_1,10020735,pickaxe_nofood,2,1,17.0,781.5
H3,experiment_1,10020736,pickaxe_nofood,2,1,4.0,-405.0
H3,experiment_1,10020737,pickaxe_nofood,2,1,6.0,362.8999999999999
H3,experiment_1,10020738,pickaxe_nofood,2,1,42.0,3036.9
H3,experiment_1,10020739,pickaxe_nofood,2,1,18.0,1666.2999999999995
H3,experiment_1,10020740,pickaxe_nofood,2,1,11.0,341.1999999999998
H3,experiment_1,10020741,pickaxe_nofood,2,1,1.0,-578.6
H3,experiment_1,10020742,pickaxe_nofood,2,1,4.0,64.0
H3,experiment_1,10020743,pickaxe_nofood,2,1,21.0,1032.1
H3,experiment_1,10020744,pickaxe_nofood,2,1,5.0,440.5999999999999
H3,experiment_1,10020745,pickaxe_nofood,2,1,5.0,-272.70000000000005
H3,experiment_1,10020746,pickaxe_nofood,2,1,2.0,-784.4
H3,experiment_1,10020747,pickaxe_nofood,2,1,26.0,1629.1999999999998
H3,experiment_1,10020748,pickaxe_nofood,2,1,22.0,105.29999999999995
H3,experiment_1,10020749,pickaxe_nofood,2,1,15.0,1118.1999999999998
H3,experiment_1,10020750,pickaxe_nofood,2,1,8.0,-468.0
H3,experiment_1,10020751,pickaxe_nofood,2,1,3.0,-358.1
H3,experiment_1,10020752,pickaxe_nofood,2,1,21.0,180.19999999999985
H3,experiment_1,10020753,pickaxe_nofood,2,1,20.0,1341.5
H3,experiment_1,10020754,pickaxe_nofood,2,1,13.0,1784.6
H3,experiment_1,10020755,pickaxe_nofood,2,1,8.0,-169.80000000000007
H3,experiment_1,10020756,pickaxe_nofood,2,1,4.0,-316.1
H3,experiment_1,10020757,pickaxe_nofood,2,1,9.0,343.29999999999995
H3,experiment_1,10020758,pickaxe_nofood,2,1,6.0,1182.6
H3,experiment_1,10020759,pickaxe_nofood,2,1,9.0,-177.5
H3,experiment_1,10020760,pickaxe_nofood,2,1,20.0,240.39999999999984
H3,experiment_1,10020761,pickaxe_nofood,2,1,5.0,-134.10000000000002
H3,experiment_1,10020762,pickaxe_nofood,2,1,13.0,-426.0
H3,experiment_1,10020763,pickaxe_nofood,2,1,6.0,310.39999999999986
H3,experiment_1,10020764,pickaxe_nofood,2,1,4.0,-373.5
H3,experiment_1,10020765,pickaxe_nofood,2,1,24.0,1309.2999999999995
H3,experiment_1,10020766,pickaxe_nofood,2,1,5.0,240.39999999999984
H3,experiment_1,10020767,pickaxe_nofood,2,1,7.0,642.8999999999999
H3,experiment_1,10020768,pickaxe_nofood,2,1,3.0,-531.0
H3,experiment_1,10020769,pickaxe_nofood,2,1,6.0,-307.70000000000005
H3,experiment_1,10020770,pickaxe_nofood,2,1,8.0,-732.6
H3,experiment_1,10020771,pickaxe_nofood,2,1,7.0,-298.6
H3,experiment_1,10020772,pickaxe_nofood,2,1,28.0,2488.8
H3,experiment_1,10020773,pickaxe_nofood,2,1,3.0,-268.5
H3,experiment_1,10020774,pickaxe_nofood,2,1,9.0,-211.80000000000007
H3,experiment_1,10020775,pickaxe_nofood,2,1,2.0,-632.5
H3,experiment_1,10020776,pickaxe_nofood,2,1,10.0,280.29999999999995
H3,experiment_1,10020777,pickaxe_nofood,2,1,15.0,-234.9000000000001
H3,experiment_1,10020778,pickaxe_nofood,2,1,10.0,-456.80000000000007
H3,experiment_1,10020779,pickaxe_nofood,2,1,12.0,559.5999999999999
H3,experiment_1,10020780,pickaxe_nofood,2,1,33.0,1807.0
H3,experiment_1,10020781,pickaxe_nofood,2,1,5.0,-313.30000000000007
H3,experiment_1,10020782,pickaxe_nofood,2,1,2.0,-269.20000000000005
H3,experiment_1,10020783,pickaxe_nofood,2,1,3.0,248.0999999999999
H3,experiment_1,10020784,pickaxe_nofood,2,1,13.0,316.6999999999998
H3,experiment_1,10020785,pickaxe_nofood,2,1,21.0,640.8
H3,experiment_1,10020786,pickaxe_nofood,2,1,3.0,-349.0
H3,experiment_1,10020787,pickaxe_nofood,2,1,3.0,-193.6
H3,experiment_1,10020788,pickaxe_nofood,2,1,2.0,-398.7000000000001
H3,experiment_1,10020789,pickaxe_nofood,2,1,11.0,-694.1
H3,experiment_1,10020790,pickaxe_nofood,2,1,5.0,-422.5
H3,experiment_1,10020791,pickaxe_nofood,2,1,3.0,-404.30000000000007
H3,experiment_1,10020792,pickaxe_nofood,2,1,7.0,-155.10000000000002
H3,experiment_1,10020793,pickaxe_nofood,2,1,5.0,-406.4000000000001
H3,experiment_1,10020794,pickaxe_nofood,2,1,3.0,-686.4000000000001
H3,experiment_1,10020795,pickaxe_nofood,2,1,9.0,-239.80000000000007
H3,experiment_1,10020796,pickaxe_nofood,2,1,10.0,566.5999999999999
H3,experiment_1,10020797,pickaxe_nofood,2,1,2.0,159.19999999999982
H3,experiment_1,10020798,pickaxe_nofood,2,1,4.0,-302.1
H3,experiment_1,10020799,pickaxe_nofood,2,1,5.0,186.5
H3,experiment_1,10020800,pickaxe_nofood,2,1,32.0,1184.6999999999998
H3,experiment_1,10020801,pickaxe_nofood,2,1,3.0,-174.0
H3,experiment_1,10020802,pickaxe_nofood,2,1,4.0,-409.2000000000001
H3,experiment_1,10020803,pickaxe_nofood,2,1,13.0,-24.90000000000009
H3,experiment_1,10020804,pickaxe_nofood,2,1,13.0,561.0
H3,experiment_1,10020805,pickaxe_nofood,2,1,17.0,758.3999999999999
H3,experiment_1,10020806,pickaxe_nofood,2,1,2.0,-528.2
H3,experiment_1,10020807,pickaxe_nofood,2,1,2.0,-598.9000000000001
H3,experiment_1,10020808,pickaxe_nofood,2,1,10.0,-97.70000000000005
H3,experiment_1,10020809,pickaxe_nofood,2,1,2.0,-87.90000000000009
H3,experiment_1,10020810,pickaxe_nofood,2,1,2.0,-122.20000000000005
H3,experiment_1,10020811,pickaxe_nofood,2,1,14.0,241.79999999999995
H3,experiment_1,10020812,pickaxe_nofood,2,1,10.0,752.0999999999999
H3,experiment_1,10020813,pickaxe_nofood,2,1,4.0,-393.80000000000007
H3,experiment_1,10020814,pickaxe_nofood,2,1,21.0,501.5
H3,experiment_1,10020815,pickaxe_nofood,2,1,11.0,579.1999999999998
H3,experiment_1,10020816,pickaxe_nofood,2,1,22.0,-22.800000000000068
H3,experiment_1,10020817,pickaxe_nofood,2,1,7.0,-289.5
H3,experiment_1,10020818,pickaxe_nofood,2,1,15.0,810.8999999999999
H3,experiment_1,10020819,pickaxe_nofood,2,1,13.0,124.19999999999982
H3,experiment_1,10020820,pickaxe_nofood,2,1,5.0,-551.3
H3,experiment_1,10020821,pickaxe_nofood,2,1,14.0,65.39999999999986
H3,experiment_1,10020822,pickaxe_nofood,2,1,12.0,585.5
H3,experiment_1,10020823,pickaxe_nofood,2,1,10.0,-454.0
H3,experiment_1,10020824,pickaxe_nofood,2,1,7.0,211.0
H3,experiment_1,10020825,pickaxe_nofood,2,1,6.0,-505.8
H3,experiment_1,10020826,pickaxe_nofood,2,1,3.0,-481.30000000000007
H3,experiment_1,10020827,pickaxe_nofood,2,1,17.0,799.6999999999998
H3,experiment_1,10020828,pickaxe_nofood,2,1,3.0,494.5
H3,experiment_1,10020829,pickaxe_nofood,2,1,3.0,-155.80000000000007
H3,experiment_1,10020830,pickaxe_nofood,2,1,12.0,127.69999999999982
H3,experiment_1,10020831,pickaxe_nofood,2,1,8.0,116.5
H3,experiment_1,10020832,pickaxe_nofood,2,1,13.0,1237.8999999999996
H3,experiment_1,10020833,pickaxe_nofood,2,1,9.0,757.6999999999998
H3,experiment_1,10020834,pickaxe_nofood,2,1,3.0,-344.80000000000007
H3,experiment_1,10020835,pickaxe_nofood,2,1,15.0,258.5999999999999
H3,experiment_1,10020836,pickaxe_nofood,2,1,10.0,-656.3
H3,experiment_1,10020837,pickaxe_nofood,2,1,24.0,-85.10000000000002
H3,experiment_1,10020838,pickaxe_nofood,2,1,6.0,226.39999999999984
H3,experiment_1,10020839,pickaxe_nofood,2,1,7.0,654.0999999999999
H3,experiment_1,10020840,pickaxe_nofood,2,1,3.0,-512.8
H3,experiment_1,10020841,pickaxe_nofood,2,1,4.0,228.5
H3,experiment_1,10020842,pickaxe_nofood,2,1,8.0,1204.2999999999995
H3,experiment_1,10020843,pickaxe_nofood,2,1,14.0,-164.20000000000005
H3,experiment_1,10020844,pickaxe_nofood,2,1,2.0,-393.1
H3,experiment_1,10020845,pickaxe_nofood,2,1,12.0,304.0999999999999
H3,experiment_1,10020846,pickaxe_nofood,2,1,30.0,3201.4
H3,experiment_1,10020847,pickaxe_nofood,2,1,6.0,1154.6
H3,experiment_1,10020848,pickaxe_nofood,2,1,10.0,-325.20000000000005
H3,experiment_1,10020849,pickaxe_nofood,2,1,19.0,878.8
H3,experiment_1,10020850,pickaxe_nofood,2,1,8.0,567.3
H3,experiment_1,10020851,pickaxe_nofood,2,1,26.0,917.9999999999998
H3,experiment_1,10020852,pickaxe_nofood,2,1,16.0,125.59999999999992
H3,experiment_1,10020853,pickaxe_nofood,2,1,9.0,87.79999999999995
H3,experiment_1,10020854,pickaxe_nofood,2,1,4.0,141.0
H3,experiment_1,10020855,pickaxe_nofood,2,1,4.0,-310.5
H3,experiment_1,10020856,pickaxe_nofood,2,1,6.0,94.09999999999992
H3,experiment_1,10020857,pickaxe_nofood,2,1,4.0,-10.900000000000093
H3,experiment_1,10020858,pickaxe_nofood,2,1,2.0,200.5
H3,experiment_1,10020859,pickaxe_nofood,2,1,4.0,184.39999999999984
H3,experiment_1,10020860,pickaxe_nofood,2,1,5.0,-8.800000000000068
H3,experiment_1,10020861,pickaxe_nofood,2,1,16.0,791.3
H3,experiment_1,10020862,pickaxe_nofood,2,1,10.0,-131.30000000000007
H3,experiment_1,10020863,pickaxe_nofood,2,1,13.0,1430.3999999999996
H3,experiment_1,10020864,pickaxe_nofood,2,1,9.0,395.0999999999999
H3,experiment_1,10020865,pickaxe_nofood,2,1,7.0,-316.80000000000007
H3,experiment_1,10020866,pickaxe_nofood,2,1,14.0,-92.80000000000008
H3,experiment_1,10020867,pickaxe_nofood,2,1,9.0,-514.9000000000001
H3,experiment_1,10020868,pickaxe_nofood,2,1,19.0,1455.6
H3,experiment_1,10020869,pickaxe_nofood,2,1,4.0,6.599999999999909
H3,experiment_1,10020870,pickaxe_nofood,2,1,1.0,-318.20000000000005
H3,experiment_1,10020871,pickaxe_nofood,2,1,2.0,246.69999999999985
H3,experiment_1,10020872,pickaxe_nofood,2,1,17.0,48.59999999999991
H3,experiment_1,10020873,pickaxe_nofood,2,1,4.0,-802.6
H3,experiment_1,10020874,pickaxe_nofood,2,1,3.0,-515.6
H3,experiment_1,10020875,pickaxe_nofood,2,1,2.0,-22.100000000000023
H3,experiment_1,10020876,pickaxe_nofood,2,1,19.0,-50.10000000000002
H3,experiment_1,10020877,pickaxe_nofood,2,1,2.0,-321.0
H3,experiment_1,10020878,pickaxe_nofood,2,1,6.0,628.1999999999998
H3,experiment_1,10020879,pickaxe_nofood,2,1,4.0,94.79999999999995
H3,experiment_1,10020880,pickaxe_nofood,2,1,5.0,851.4999999999998
H3,experiment_1,10020881,pickaxe_nofood,2,1,5.0,386.6999999999998
H3,experiment_1,10020882,pickaxe_nofood,2,1,9.0,-36.10000000000002
H3,experiment_1,10020883,pickaxe_nofood,2,1,10.0,-603.1
H3,experiment_1,10020884,pickaxe_nofood,2,1,18.0,-346.20000000000005
H3,experiment_1,10020885,pickaxe_nofood,2,1,10.0,724.0999999999999
H3,experiment_1,10020886,pickaxe_nofood,2,1,5.0,-738.2
H3,experiment_1,10020887,pickaxe_nofood,2,1,2.0,-710.2
H3,experiment_1,10020888,pickaxe_nofood,2,1,15.0,-126.40000000000008
H3,experiment_1,10020889,pickaxe_nofood,2,1,5.0,-70.40000000000009
H3,experiment_1,10020890,pickaxe_nofood,2,1,12.0,-106.10000000000002
H3,experiment_1,10020891,pickaxe_nofood,2,1,11.0,242.5
H3,experiment_1,10020892,pickaxe_nofood,2,1,7.0,-439.30000000000007
H3,experiment_1,10020893,pickaxe_nofood,2,1,10.0,-73.20000000000005
H3,experiment_1,10020894,pickaxe_nofood,2,1,8.0,1398.8999999999996
H3,experiment_1,10020895,pickaxe_nofood,2,1,9.0,-444.2000000000001
H3,experiment_1,10020896,pickaxe_nofood,2,1,14.0,1133.6
H3,experiment_1,10020897,pickaxe_nofood,2,1,12.0,-148.80000000000007
H3,experiment_1,10020898,pickaxe_nofood,2,1,5.0,-13.000000000000114
H3,experiment_1,10020899,pickaxe_nofood,2,1,2.0,-336.4000000000001
H3,experiment_1,10020900,pickaxe_nofood,2,1,9.0,-239.1
H3,experiment_1,10020901,pickaxe_nofood,2,1,3.0,-325.20000000000005
H3,experiment_1,10020902,pickaxe_nofood,2,1,2.0,-210.4000000000001
H3,experiment_1,10020903,pickaxe_nofood,2,1,3.0,-17.90000000000009
H3,experiment_1,10020904,pickaxe_nofood,2,1,5.0,-409.2000000000001
H3,experiment_1,10020905,pickaxe_nofood,2,1,1.0,-108.90000000000008
H3,experiment_1,10020906,pickaxe_nofood,2,1,3.0,-652.8
H3,experiment_1,10020907,pickaxe_nofood,2,1,13.0,2687.6
H3,experiment_1,10020908,pickaxe_nofood,2,1,7.0,461.5999999999999
H3,experiment_1,10020909,pickaxe_nofood,2,1,14.0,401.3999999999999
H3,experiment_1,10020910,pickaxe_nofood,2,1,11.0,-112.40000000000008
H3,experiment_1,10020911,pickaxe_nofood,2,1,5.0,1454.1999999999998
H3,experiment_1,10020912,pickaxe_nofood,2,1,22.0,689.8
H3,experiment_1,10020913,pickaxe_nofood,2,1,2.0,-645.8
H3,experiment_1,10020914,pickaxe_nofood,2,1,2.0,-844.6
H3,experiment_1,10020915,pickaxe_nofood,2,1,18.0,1008.3
H3,experiment_1,10020916,pickaxe_nofood,2,1,3.0,-538.7
H3,experiment_1,10020917,pickaxe_nofood,2,1,21.0,659.0
H3,experiment_1,10020918,pickaxe_nofood,2,1,4.0,421.6999999999998
H3,experiment_1,10020919,pickaxe_nofood,2,1,3.0,-237.0
H3,experiment_1,10020920,pickaxe_nofood,2,1,12.0,-416.9000000000001
H3,experiment_1,10020921,pickaxe_nofood,2,1,7.0,-718.6
H3,experiment_1,10020922,pickaxe_nofood,2,1,23.0,1055.1999999999998
H3,experiment_1,10020923,pickaxe_nofood,2,1,18.0,1103.5
H3,experiment_1,10020924,pickaxe_nofood,2,1,20.0,386.0
H3,experiment_1,10020925,pickaxe_nofood,2,1,2.0,-683.6
H3,experiment_1,10020926,pickaxe_nofood,2,1,7.0,887.8999999999999
H3,experiment_1,10020927,pickaxe_nofood,2,1,3.0,-255.9000000000001
H3,experiment_1,10020928,pickaxe_nofood,2,1,5.0,-129.9000000000001
H3,experiment_1,10020929,pickaxe_nofood,2,1,13.0,538.5999999999999
H3,experiment_1,10020930,pickaxe_nofood,2,1,5.0,180.19999999999985
H3,experiment_1,10020931,pickaxe_nofood,2,1,6.0,985.1999999999998
H3,experiment_1,10020932,pickaxe_nofood,2,1,3.0,-300.0
H3,experiment_1,10020933,pickaxe_nofood,2,1,4.0,-309.80000000000007
H3,experiment_1,10020934,pickaxe_nofood,2,1,4.0,-443.5
H3,experiment_1,10020935,pickaxe_nofood,2,1,8.0,194.89999999999984
H3,experiment_1,10020936,pickaxe_nofood,2,1,3.0,-282.5
H3,experiment_1,10020937,pickaxe_nofood,2,1,20.0,1305.7999999999995
H3,experiment_1,10020938,pickaxe_nofood,2,1,7.0,279.5999999999999
H3,experiment_1,10020939,pickaxe_nofood,2,1,6.0,-463.80000000000007
H3,experiment_1,10020940,pickaxe_nofood,2,1,3.0,-663.3
H3,experiment_1,10020941,pickaxe_nofood,2,1,8.0,1080.4
H3,experiment_1,10020942,pickaxe_nofood,2,1,6.0,607.1999999999998
H3,experiment_1,10020943,pickaxe_nofood,2,1,14.0,455.3
H3,experiment_1,10020944,pickaxe_nofood,2,1,11.0,-104.70000000000005
H3,experiment_1,10020945,pickaxe_nofood,2,1,4.0,-253.80000000000007
H3,experiment_1,10020946,pickaxe_nofood,2,1,12.0,-554.8
H3,experiment_1,10020947,pickaxe_nofood,2,1,1.0,-736.1
H3,experiment_1,10020948,pickaxe_nofood,2,1,6.0,32.5
H3,experiment_1,10020949,pickaxe_nofood,2,1,23.0,1023.6999999999998
H3,experiment_1,10020950,pickaxe_nofood,2,1,8.0,-65.50000000000011
H3,experiment_1,10020951,pickaxe_nofood,2,1,7.0,51.39999999999986
H3,experiment_1,10020952,pickaxe_nofood,2,1,25.0,791.3
H3,experiment_1,10020953,pickaxe_nofood,2,1,8.0,43.0
H3,experiment_1,10020954,pickaxe_nofood,2,1,4.0,379.6999999999998
H3,experiment_1,10020955,pickaxe_nofood,2,1,6.0,317.39999999999986
H3,experiment_1,10020956,pickaxe_nofood,2,1,7.0,-98.40000000000008
H3,experiment_1,10020957,pickaxe_nofood,2,1,2.0,-701.1
H3,experiment_1,10020958,pickaxe_nofood,2,1,9.0,-195.70000000000005
H3,experiment_1,10020959,pickaxe_nofood,2,1,11.0,900.4999999999998
